TransactionID, Transaction_date, Quantity,Subtotal, Taxes, DiscountPrice,TotalAmount, Payment_Method, Products_ProductID, CustomerCart_CustomerID, Cashier_CashierID
T2379,11/12/2015,5,98.25,5.53,9.83,103.78,COD,OFF-PA-10003883,455,2
T2380,10/05/2016,2,14.43,0.9,0,15.33,Debitcard,OFF-FA-10004248,535,3
T2381,10/05/2016,2,99.14,5.58,9.91,104.71,Debitcard,OFF-PA-10002581,535,3
T2382,10/05/2016,7,136.78,7.69,13.68,144.47,Debitcard,FUR-FU-10004848,535,3
T2383,26/03/2017,4,105.62,5.94,10.56,111.57,Cash,OFF-AP-10002403,611,1
T2384,26/03/2017,9,16.02,1,0,17.02,Cash,OFF-AR-10003087,611,1
T2385,26/03/2017,4,62.5,3.52,6.25,66.01,Cash,OFF-BI-10002026,611,1
T2386,26/03/2017,4,475.13,20.79,142.54,495.91,Cash,TEC-PH-10000141,611,1
T2387,26/03/2017,2,599.98,31.87,90,631.85,Cash,TEC-CO-10000971,611,1
T2388,15/12/2015,2,15.72,0.98,0,16.7,netbanking,OFF-FA-10001229,590,2
T2389,15/12/2015,2,48.9,2.75,4.89,51.65,netbanking,OFF-BI-10002437,590,2
T2390,10/12/2015,1,6.48,0.41,0,6.89,netbanking,OFF-PA-10004255,612,1
T2391,10/12/2015,7,83.72,4.71,8.37,88.43,netbanking,OFF-PA-10001184,612,1
T2392,10/12/2015,9,3239.82,172.12,485.97,3411.94,netbanking,TEC-AC-10002637,612,1
T2393,10/12/2015,4,91.14,5.13,9.11,96.26,netbanking,FUR-FU-10002878,612,1
T2394,23/03/2016,2,79.36,4.46,7.94,83.82,Cash,OFF-AR-10000588,395,3
T2395,19/11/2015,2,60.16,3.38,6.02,63.54,COD,TEC-AC-10002217,602,2
T2396,19/11/2015,2,95.84,5.39,9.58,101.23,COD,TEC-AC-10001267,602,2
T2397,19/11/2015,5,88.8,5,8.88,93.8,COD,OFF-PA-10004041,602,2
T2398,16/08/2017,2,9.22,0.58,0,9.79,EMI,OFF-LA-10001613,414,1
T2399,16/08/2017,6,33.36,2.09,0,35.45,EMI,OFF-AR-10000246,414,1
T2400,15/09/2017,7,1006.1,44.02,301.83,1050.11,Cash,OFF-ST-10001809,116,1
T2401,15/09/2017,5,112.9,6.35,11.29,119.25,Cash,OFF-ST-10002214,116,1
T2402,04/04/2017,6,150.72,8.48,15.07,159.2,Debitcard,OFF-ST-10000649,549,1
T2403,04/04/2017,5,56.8,3.2,5.68,60,Debitcard,OFF-EN-10001990,549,1
T2404,03/10/2016,7,2110.29,112.11,316.54,2222.4,netbanking,FUR-BO-10000780,448,3
T2405,11/10/2017,9,2678.18,142.28,401.73,2820.46,Cash,TEC-AC-10002049,208,1
T2406,11/10/2017,7,257.49,14.48,25.75,271.97,Cash,TEC-PH-10003555,208,1
T2407,11/10/2017,10,79.92,5,0,84.92,Cash,TEC-PH-10000702,208,1
T2408,25/01/2017,5,72.6,4.08,7.26,76.68,Credit card,OFF-AR-10003631,613,3
T2409,25/01/2017,3,809.95,43.03,121.49,852.97,Credit card,TEC-PH-10003072,613,3
T2410,25/03/2017,8,254.21,14.3,25.42,268.51,netbanking,FUR-FU-10000758,337,1
T2411,06/08/2014,2,11.36,0.71,0,12.07,Cash,OFF-FA-10000992,358,3
T2412,09/06/2015,5,18.8,1.18,0,19.98,netbanking,OFF-BI-10004187,614,1
T2413,16/11/2014,2,19.14,1.2,0,20.33,Credit card,OFF-PA-10001947,351,2
T2414,16/11/2014,3,786.33,41.77,117.95,828.1,Credit card,FUR-TA-10002356,351,2
T2415,02/01/2017,5,603.56,26.41,181.07,629.97,Cash,FUR-CH-10001714,181,1
T2416,11/07/2015,2,410.67,21.82,61.6,432.48,Debitcard,FUR-BO-10002824,453,2
T2417,18/10/2017,5,1190,63.22,178.5,1253.22,COD,TEC-AC-10002842,615,2
T2418,18/10/2017,3,59.9,3.37,5.99,63.27,COD,OFF-BI-10002082,615,2
T2419,28/05/2016,10,23964,1422.86,1198.2,25386.86,Cash,TEC-MA-10000112,19,1
T2420,14/11/2017,2,50.85,2.86,5.08,53.71,netbanking,OFF-ST-10002289,566,2
T2421,14/11/2017,1,99.99,5,20,104.99,netbanking,TEC-AC-10004171,566,2
T2422,23/04/2016,3,230.38,11.52,46.08,241.89,netbanking,OFF-ST-10003656,616,3
T2423,23/04/2016,2,9.66,0.6,0,10.27,netbanking,OFF-PA-10001560,616,3
T2424,30/12/2017,7,158.93,8.94,15.89,167.87,Debitcard,TEC-AC-10002473,604,3
T2425,30/12/2017,1,8.68,0.54,0,9.22,Debitcard,OFF-BI-10000632,604,3
T2426,30/12/2017,2,273.06,11.95,81.92,285.01,Debitcard,FUR-TA-10002645,604,3
T2427,30/12/2017,13,147.42,8.29,14.74,155.71,Debitcard,OFF-FA-10002975,604,3
T2428,17/06/2016,4,5.38,0.34,0,5.71,EMI,OFF-BI-10003784,90,2
T2429,17/06/2016,4,8.27,0.52,0,8.79,EMI,OFF-BI-10001617,90,2
T2430,17/06/2016,7,50.18,3.14,0,53.31,EMI,FUR-FU-10004415,90,2
T2431,20/05/2017,8,58.48,3.66,0,62.14,netbanking,OFF-LA-10000240,177,1
T2432,02/01/2018,2,5.92,0.37,0,6.29,EMI,FUR-FU-10001935,448,3
T2433,01/04/2014,7,1304.13,57.06,391.24,1361.18,EMI,FUR-CH-10002439,617,1
T2434,01/06/2017,4,67.96,3.82,6.8,71.78,COD,TEC-PH-10001536,102,2
T2435,17/11/2015,2,33.96,1.91,3.4,35.87,Credit card,OFF-EN-10001532,602,2
T2436,17/11/2015,3,2478.33,131.66,371.75,2609.99,Credit card,OFF-AP-10003057,602,2
T2437,10/07/2017,9,655.02,32.75,131,687.77,EMI,FUR-FU-10003708,245,1
T2438,20/11/2014,2,291.96,12.77,87.59,304.73,netbanking,FUR-TA-10000849,618,1
T2439,20/11/2014,4,71.62,4.03,7.16,75.64,netbanking,OFF-PA-10002259,618,1
T2440,22/07/2017,2,15.81,0.99,0,16.8,Debitcard,FUR-FU-10002597,518,1
T2441,27/05/2016,5,414,20.7,82.8,434.7,Credit card,TEC-PH-10004614,579,3
T2442,27/05/2016,2,199.18,9.96,39.84,209.14,Credit card,FUR-TA-10003748,579,3
T2443,27/05/2016,4,265.14,13.26,53.03,278.39,Credit card,OFF-AP-10003217,579,3
T2444,27/05/2016,5,76.08,4.28,7.61,80.36,Credit card,TEC-AC-10002399,579,3
T2445,27/05/2016,6,53.76,3.36,0,57.12,Credit card,OFF-EN-10002973,579,3
T2446,27/05/2016,2,206.38,9.03,61.92,215.41,Credit card,TEC-PH-10001336,579,3
T2447,01/10/2015,2,27.97,1.57,2.8,29.54,Credit card,OFF-EN-10000461,563,3
T2448,06/11/2016,5,563.24,24.64,168.97,587.88,Debitcard,FUR-CH-10000988,218,2
T2449,17/09/2015,3,431.18,18.86,129.36,450.05,Cash,OFF-ST-10001809,201,3
T2450,10/11/2016,5,145.6,8.19,14.56,153.79,EMI,OFF-BI-10003963,38,1
T2451,22/03/2017,5,15,0.94,0,15.94,COD,OFF-LA-10000081,592,1
T2452,22/03/2017,6,191.52,10.77,19.15,202.29,COD,TEC-PH-10000149,592,1
T2453,22/03/2017,3,9.14,0.57,0,9.72,COD,OFF-BI-10000605,592,1
T2454,22/03/2017,3,45.65,2.57,4.56,48.22,COD,TEC-AC-10002399,592,1
T2455,22/03/2017,8,57.28,3.58,0,60.86,COD,TEC-AC-10003038,592,1
T2456,22/03/2017,8,85.95,4.83,8.6,90.79,COD,OFF-ST-10000344,592,1
T2457,22/03/2017,1,7.31,0.46,0,7.77,COD,OFF-LA-10004093,592,1
T2458,22/03/2017,6,47.28,2.96,0,50.24,COD,OFF-AR-10001683,592,1
T2459,22/03/2017,3,74.45,4.19,7.44,78.64,COD,OFF-ST-10003455,592,1
T2460,21/08/2017,2,39.14,2.2,3.91,41.34,Cash,OFF-AP-10002578,507,1
T2461,13/07/2015,3,59.94,3.37,5.99,63.31,Credit card,OFF-PA-10001763,619,2
T2462,13/07/2015,3,49.18,2.77,4.92,51.94,Credit card,OFF-BI-10001597,619,2
T2463,09/12/2017,5,83.92,4.72,8.39,88.64,netbanking,OFF-BI-10001524,428,2
T2464,09/12/2017,2,14.62,0.91,0,15.54,netbanking,OFF-BI-10001553,428,2
T2465,09/12/2017,1,136.99,5.99,41.1,142.98,netbanking,TEC-PH-10000576,428,2
T2466,09/12/2017,1,2.52,0.16,0,2.68,netbanking,OFF-LA-10001317,428,2
T2467,08/05/2017,1,9.11,0.57,0,9.68,netbanking,OFF-PA-10000726,178,3
T2468,08/05/2017,4,457.15,20,137.15,477.15,netbanking,OFF-ST-10003306,178,3
T2469,08/05/2017,5,32.4,2.03,0,34.43,netbanking,OFF-PA-10004983,178,3
T2470,08/05/2017,1,16.91,0.95,1.69,17.86,netbanking,OFF-ST-10001291,178,3
T2471,28/01/2016,8,42.82,2.68,0,45.49,Credit card,FUR-FU-10002107,620,2
T2472,28/01/2016,4,1438,76.39,215.7,1514.39,Credit card,FUR-BO-10002213,620,2
T2473,28/01/2016,4,129.73,7.3,12.97,137.03,Credit card,OFF-AP-10000692,620,2
T2474,06/11/2016,2,435.17,23.12,65.28,458.29,EMI,FUR-CH-10001190,419,2
T2475,06/11/2016,5,82.95,4.67,8.3,87.62,EMI,TEC-AC-10000682,419,2
T2476,06/11/2016,7,175.42,9.87,17.54,185.29,EMI,OFF-LA-10004545,419,2
T2477,06/11/2016,4,3304.44,175.55,495.67,3479.99,EMI,OFF-AP-10003057,419,2
T2478,08/09/2017,3,991.76,52.69,148.76,1044.45,Debitcard,FUR-TA-10000198,621,3
T2479,19/09/2014,3,10.92,0.68,0,11.6,EMI,OFF-AR-10002833,420,2
T2480,25/06/2017,1,11.18,0.63,1.12,11.81,netbanking,OFF-SU-10002557,384,2
T2481,25/06/2017,2,153.58,7.68,30.72,161.26,netbanking,OFF-ST-10003656,384,2
T2482,31/12/2017,6,3010.86,159.95,451.63,3170.81,Credit card,OFF-ST-10001097,118,1
T2483,03/09/2017,4,105.5,5.93,10.55,111.44,COD,TEC-PH-10000912,608,1
T2484,03/09/2017,5,1820.4,96.71,273.06,1917.11,COD,FUR-TA-10000617,608,1
T2485,03/09/2017,5,24.92,1.56,0,26.48,COD,OFF-BI-10001658,608,1
T2486,03/09/2017,2,8.9,0.56,0,9.45,COD,OFF-AR-10003856,608,1
T2487,04/01/2015,2,85.52,4.81,8.55,90.33,EMI,OFF-ST-10001837,119,3
T2488,04/01/2015,3,15.74,0.98,0,16.73,EMI,OFF-AR-10001473,119,3
T2489,04/01/2015,3,32.06,1.8,3.21,33.87,EMI,OFF-PA-10004285,119,3
T2490,13/10/2015,4,2527.84,134.29,379.18,2662.13,EMI,TEC-PH-10001835,622,2
T2491,13/10/2015,4,38.27,2.39,0,40.66,EMI,OFF-PA-10002245,622,2
T2492,15/12/2014,6,541.44,27.07,108.29,568.51,EMI,OFF-PA-10001457,45,3
T2493,23/11/2014,7,5458.57,289.99,818.79,5748.56,EMI,TEC-PH-10002885,623,1
T2494,14/09/2016,5,257.94,12.9,51.59,270.84,netbanking,FUR-TA-10004086,410,2
T2495,14/09/2016,5,1799.9,95.62,269.99,1895.52,netbanking,TEC-PH-10000895,410,2
T2496,22/06/2014,8,453.49,22.67,90.7,476.16,EMI,FUR-CH-10000225,624,3
T2497,01/10/2015,3,64.17,3.61,6.42,67.78,Cash,OFF-ST-10002370,355,3
T2498,01/10/2015,2,199.14,9.96,39.83,209.09,Cash,OFF-EN-10000056,355,3
T2499,24/05/2016,1,9.58,0.6,0,10.18,Debitcard,OFF-BI-10004817,388,3
T2500,23/06/2017,3,37.61,2.12,3.76,39.72,EMI,OFF-EN-10004483,420,2
T2501,20/06/2017,2,15.28,0.96,0,16.24,COD,OFF-PA-10001892,625,3
T2502,20/06/2017,4,6.91,0.43,0,7.34,COD,OFF-BI-10000546,625,3
T2503,20/06/2017,4,37.44,2.34,0,39.78,COD,OFF-BI-10001294,625,3
T2504,19/11/2016,2,11.81,0.74,0,12.55,netbanking,OFF-LA-10000248,626,2
T2505,27/07/2014,4,62.32,3.51,6.23,65.83,Cash,OFF-ST-10001228,108,2
T2506,27/07/2014,5,19650.36,1166.74,982.52,20817.1,Cash,OFF-SU-10000151,108,2
T2507,27/07/2014,8,93.5,5.26,9.35,98.76,Cash,FUR-FU-10004351,108,2
T2508,02/07/2015,4,131.14,7.38,13.11,138.51,Cash,OFF-AP-10001293,580,3
T2509,08/03/2017,3,590.33,25.83,177.1,616.15,Credit card,TEC-PH-10000675,200,1
T2510,08/03/2017,6,383.95,19.2,76.79,403.15,Credit card,TEC-AC-10000580,200,1
T2511,23/11/2016,4,2683.01,142.53,402.45,2825.54,COD,OFF-ST-10003470,586,1
T2512,19/04/2015,6,85.2,4.79,8.52,89.99,Debitcard,TEC-AC-10003116,609,2
T2513,06/12/2017,5,91.32,5.14,9.13,96.46,Debitcard,OFF-BI-10002429,627,3
T2514,17/11/2016,4,119.96,6.75,12,126.71,Cash,TEC-AC-10003280,180,2
T2515,17/11/2016,2,95.98,5.4,9.6,101.38,Cash,FUR-CH-10004540,180,2
T2516,10/09/2014,2,264.32,11.56,79.3,275.88,Debitcard,OFF-ST-10000585,414,1
T2517,22/11/2014,9,1511.64,66.13,453.49,1577.77,EMI,OFF-EN-10003001,288,2
T2518,07/05/2017,3,129.93,7.31,12.99,137.24,Debitcard,FUR-FU-10003975,62,1
T2519,21/10/2016,7,20.16,1.26,0,21.42,Debitcard,OFF-LA-10004559,523,2
T2520,21/10/2016,6,58.92,3.68,0,62.6,Debitcard,OFF-LA-10003223,523,2
T2521,21/10/2016,3,1389.74,73.83,208.46,1463.57,Debitcard,OFF-AP-10002651,523,2
T2522,21/10/2016,2,25.92,1.46,2.59,27.38,Debitcard,OFF-PA-10003177,523,2
T2523,21/10/2016,1,5.5,0.34,0,5.84,Debitcard,TEC-PH-10003442,523,2
T2524,21/10/2016,4,24.32,1.52,0,25.84,Debitcard,OFF-BI-10000977,523,2
T2525,10/04/2015,9,42.05,2.63,0,44.68,EMI,OFF-AR-10004078,628,1
T2526,10/04/2015,2,50.98,2.87,5.1,53.84,EMI,TEC-AC-10002550,628,1
T2527,10/04/2015,3,13.8,0.86,0,14.66,EMI,OFF-BI-10004965,628,1
T2528,10/04/2015,6,14.47,0.9,0,15.38,EMI,OFF-BI-10004209,628,1
T2529,10/04/2015,2,7.97,0.5,0,8.47,EMI,OFF-PA-10001526,628,1
T2530,29/10/2014,2,20.74,1.17,2.07,21.9,netbanking,OFF-PA-10000788,627,3
T2531,21/08/2014,5,274.08,13.7,54.82,287.78,COD,OFF-PA-10000595,138,2
T2532,21/08/2014,4,43.1,2.42,4.31,45.53,COD,OFF-BI-10000829,138,2
T2533,21/08/2014,7,12.67,0.79,0,13.46,COD,OFF-FA-10002676,138,2
T2534,21/08/2014,4,339.96,17,67.99,356.96,COD,TEC-AC-10000844,138,2
T2535,18/08/2017,6,2252.04,119.64,337.81,2371.68,Cash,OFF-ST-10004459,394,2
T2536,08/09/2015,4,74.11,4.17,7.41,78.28,Credit card,TEC-AC-10003499,629,3
T2537,29/01/2015,2,363.97,15.92,109.19,379.9,Debitcard,FUR-CH-10000513,278,3
T2538,29/01/2015,4,1439.92,76.5,215.99,1516.42,Debitcard,TEC-PH-10000895,278,3
T2539,29/01/2015,1,155.37,6.8,46.61,162.17,Debitcard,TEC-PH-10002555,278,3
T2540,16/07/2015,6,2697.41,143.3,404.61,2840.71,EMI,FUR-CH-10003312,614,1
T2541,16/07/2015,3,1225.27,65.09,183.79,1290.36,EMI,FUR-CH-10004086,614,1
T2542,04/05/2016,7,167.83,9.44,16.78,177.27,COD,FUR-FU-10002759,630,2
T2543,01/10/2014,3,71.98,4.05,7.2,76.02,netbanking,OFF-AP-10002191,631,3
T2544,14/09/2016,3,208.73,10.44,41.75,219.16,Debitcard,FUR-BO-10003450,400,2
T2545,14/09/2016,4,23.62,1.48,0,25.09,Debitcard,OFF-LA-10000248,400,2
T2546,20/04/2017,4,329.47,16.47,65.89,345.95,netbanking,OFF-ST-10004804,33,3
T2547,20/04/2017,1,102.83,4.5,30.85,107.33,netbanking,FUR-BO-10001337,33,3
T2548,22/08/2015,1,2.3,0.14,0,2.45,Credit card,OFF-AR-10002255,623,1
T2549,22/08/2015,5,2349.95,124.84,352.49,2474.79,Credit card,TEC-PH-10002624,623,1
T2550,22/08/2015,8,391.28,22.01,39.13,413.29,Credit card,OFF-PA-10001878,623,1
T2551,22/08/2015,2,6.3,0.39,0,6.69,Credit card,OFF-LA-10000452,623,1
T2552,23/11/2017,6,1643.76,87.32,246.56,1731.08,COD,FUR-FU-10004665,456,1
T2553,23/11/2017,2,13.18,0.82,0,14,COD,OFF-BI-10000088,456,1
T2554,18/09/2016,4,25.92,1.62,0,27.54,Cash,OFF-PA-10000029,44,3
T2555,20/08/2016,7,1411.09,74.96,211.66,1486.05,Credit card,TEC-PH-10000369,548,1
T2556,30/09/2015,2,100,5.63,10,105.63,Credit card,TEC-AC-10001590,59,3
T2557,14/10/2016,8,51.71,3.23,0,54.94,netbanking,FUR-FU-10004909,309,2
T2558,30/03/2015,2,13.98,0.87,0,14.86,Credit card,OFF-AP-10002287,131,2
T2559,04/06/2015,7,2110.29,112.11,316.54,2222.4,EMI,FUR-BO-10004357,613,3
T2560,04/06/2015,5,15.75,0.98,0,16.73,EMI,OFF-LA-10003766,613,3
T2561,04/06/2015,2,516.96,27.46,77.54,544.42,EMI,OFF-ST-10000046,613,3
T2562,31/12/2015,4,18.43,1.15,0,19.58,Cash,OFF-LA-10003190,94,1
T2563,31/12/2015,2,12.96,0.81,0,13.77,Cash,OFF-PA-10002787,94,1
T2564,22/03/2015,1,15.02,0.84,1.5,15.86,Debitcard,TEC-AC-10000387,404,3
T2565,22/03/2015,2,33.82,1.9,3.38,35.72,Debitcard,OFF-ST-10001291,404,3
T2566,24/12/2017,4,56.8,3.2,5.68,60,Debitcard,TEC-AC-10003116,632,1
T2567,03/11/2017,5,12.56,0.79,0,13.35,netbanking,OFF-BI-10001308,228,3
T2568,03/11/2017,9,6397.49,339.87,959.62,6737.35,netbanking,FUR-TA-10003954,228,3
T2569,11/09/2017,8,478.08,23.9,95.62,501.98,Cash,OFF-ST-10003282,408,2
T2570,27/12/2017,2,273.98,11.99,82.19,285.97,Debitcard,TEC-PH-10000576,113,1
T2571,27/12/2017,4,33.12,2.07,0,35.19,Debitcard,OFF-AR-10004441,113,1
T2572,21/07/2017,2,5.82,0.36,0,6.19,EMI,OFF-AR-10003759,92,1
T2573,15/08/2016,7,3499.86,185.93,524.98,3685.79,netbanking,TEC-AC-10004145,633,2
T2574,14/07/2017,5,842.32,36.85,252.7,879.17,EMI,FUR-FU-10000293,599,3
T2575,27/11/2014,3,38.95,2.19,3.9,41.14,COD,OFF-EN-10004955,20,2
T2576,27/11/2014,5,255.92,12.8,51.18,268.72,COD,OFF-BI-10001071,20,2
T2577,27/11/2014,2,22.72,1.28,2.27,24,COD,OFF-EN-10001990,20,2
T2578,27/11/2014,3,2025.36,107.6,303.8,2132.96,COD,OFF-AP-10002734,20,2
T2579,31/01/2014,3,75.38,4.24,7.54,79.62,COD,FUR-FU-10004587,175,2
T2580,31/01/2014,8,783.87,39.19,156.77,823.07,COD,OFF-ST-10004337,175,2
T2581,31/01/2014,3,31.1,1.75,3.11,32.85,COD,OFF-PA-10003072,175,2
T2582,31/01/2014,2,13.34,0.83,0,14.18,COD,OFF-PA-10000380,175,2
T2583,31/01/2014,13,372.84,20.97,37.28,393.81,COD,TEC-PH-10004833,175,2
T2584,31/01/2014,3,9.94,0.62,0,10.56,COD,FUR-FU-10001847,175,2
T2585,31/01/2014,2,300.77,13.16,90.23,313.93,COD,TEC-PH-10002103,175,2
T2586,10/11/2015,2,13.22,0.83,0,14.04,COD,OFF-EN-10001137,295,3
T2587,06/07/2017,7,596.57,29.83,119.31,626.4,COD,OFF-ST-10001476,268,2
T2588,06/07/2017,1,22.23,1.25,2.22,23.48,COD,FUR-FU-10002045,268,2
T2589,09/05/2016,1,5.98,0.37,0,6.35,EMI,OFF-ST-10001505,594,1
T2590,09/05/2016,3,184.63,9.23,36.93,193.86,EMI,TEC-PH-10001433,594,1
T2591,14/09/2016,2,28.27,1.59,2.83,29.86,netbanking,FUR-FU-10004671,340,3
T2592,14/09/2016,3,1443.53,76.69,216.53,1520.22,netbanking,FUR-TA-10003569,340,3
T2593,26/11/2017,2,158.2,7.91,31.64,166.11,EMI,TEC-PH-10002807,277,1
T2594,26/11/2017,8,131.14,7.38,13.11,138.51,EMI,OFF-BI-10001597,277,1
T2595,17/05/2017,2,361.92,15.83,108.58,377.75,Debitcard,OFF-EN-10003296,313,1
T2596,17/05/2017,3,62.16,3.5,6.22,65.66,Debitcard,OFF-BI-10004632,313,1
T2597,17/05/2017,3,179.98,9,36,188.98,Debitcard,TEC-PH-10002310,313,1
T2598,17/05/2017,2,530.34,28.17,79.55,558.51,Debitcard,OFF-ST-10000078,313,1
T2599,17/05/2017,3,23.9,1.49,0,25.4,Debitcard,OFF-PA-10001752,313,1
T2600,29/04/2017,2,146.33,7.32,29.27,153.64,Credit card,OFF-AP-10000026,86,1
T2601,29/04/2017,7,196.34,11.04,19.63,207.38,Credit card,OFF-SU-10002573,86,1
T2602,04/06/2016,3,14.94,0.93,0,15.87,Debitcard,OFF-PA-10000349,634,2
T2603,04/06/2016,3,809.91,43.03,121.49,852.94,Debitcard,TEC-MA-10003356,634,2
T2604,04/06/2016,1,136.78,5.98,41.04,142.77,Debitcard,FUR-BO-10000362,634,2
T2605,04/06/2016,4,122.24,6.88,12.22,129.12,Debitcard,FUR-FU-10003878,634,2
T2606,21/12/2014,1,1.17,0.07,0,1.24,EMI,OFF-BI-10000591,635,2
T2607,10/03/2016,1,16.99,0.96,1.7,17.95,netbanking,OFF-AR-10003727,451,3
T2608,30/11/2014,3,74.02,4.16,7.4,78.18,Debitcard,TEC-AC-10001635,566,2
T2609,30/11/2014,1,2.52,0.16,0,2.68,Debitcard,OFF-LA-10001317,566,2
T2610,30/11/2014,5,957.58,41.89,287.27,999.47,Debitcard,FUR-TA-10000577,566,2
T2611,30/11/2014,2,11.81,0.74,0,12.55,Debitcard,OFF-LA-10000248,566,2
T2612,30/11/2014,3,19.62,1.23,0,20.85,Debitcard,OFF-PA-10000955,566,2
T2613,30/11/2014,3,18.29,1.14,0,19.43,Debitcard,FUR-FU-10000221,566,2
T2614,05/05/2016,2,83.14,4.68,8.31,87.81,Credit card,FUR-CH-10002304,636,1
T2615,03/05/2014,3,690.84,36.7,103.63,727.54,EMI,FUR-CH-10004886,637,1
T2616,03/05/2014,6,9.14,0.57,0,9.72,EMI,OFF-BI-10001525,637,1
T2617,05/04/2017,2,11.56,0.72,0,12.28,EMI,OFF-LA-10003663,334,3
T2618,05/04/2017,13,121.68,7.61,0,129.29,EMI,OFF-BI-10001294,334,3
T2619,26/12/2017,3,8.34,0.52,0,8.86,EMI,OFF-AR-10000369,488,1
T2620,26/12/2017,4,134.08,7.54,13.41,141.62,EMI,TEC-PH-10001300,488,1
T2621,26/12/2017,3,29.86,1.87,0,31.72,EMI,OFF-ST-10000876,488,1
T2622,26/12/2017,5,18.45,1.15,0,19.6,EMI,OFF-LA-10001404,488,1
T2623,06/12/2014,4,25.92,1.62,0,27.54,Credit card,OFF-PA-10001972,638,2
T2624,24/10/2017,4,33599.9,1994.99,1680,35594.9,COD,TEC-CO-10004722,639,1
T2625,24/10/2017,8,3839.36,203.97,575.9,4043.33,COD,TEC-PH-10001494,639,1
T2626,24/10/2017,5,63.9,3.59,6.39,67.49,COD,OFF-EN-10002500,639,1
T2627,24/10/2017,1,52.99,2.65,10.6,55.64,COD,TEC-PH-10003800,639,1
T2628,15/11/2017,4,60.86,3.42,6.09,64.29,COD,TEC-AC-10002399,116,1
T2629,15/11/2017,7,3917.97,208.14,587.7,4126.11,COD,TEC-MA-10002210,116,1
T2630,15/11/2017,10,29.92,1.87,0,31.79,COD,OFF-BI-10003196,116,1
T2631,15/09/2015,3,23.9,1.49,0,25.4,netbanking,OFF-PA-10000477,493,1
T2632,20/05/2017,2,39.96,2.25,4,42.21,Debitcard,FUR-FU-10000076,640,2
T2633,20/05/2017,2,53.28,3,5.33,56.28,Debitcard,FUR-CH-10002017,640,2
T2634,20/05/2017,1,220.96,11.74,33.14,232.7,Debitcard,FUR-CH-10004287,640,2
T2635,10/07/2015,2,9.86,0.62,0,10.47,netbanking,FUR-FU-10003829,542,3
T2636,10/07/2015,5,14.46,0.9,0,15.36,netbanking,OFF-BI-10004728,542,3
T2637,19/08/2015,2,516.96,27.46,77.54,544.42,Credit card,OFF-ST-10000046,641,1
T2638,18/06/2017,4,60.93,3.43,6.09,64.36,Cash,OFF-PA-10000697,642,2
T2639,18/06/2017,3,4.92,0.31,0,5.23,Cash,OFF-BI-10000848,642,2
T2640,18/06/2017,3,128.28,7.22,12.83,135.5,Cash,OFF-AR-10004691,642,2
T2641,18/06/2017,4,762.88,33.38,228.86,796.26,Cash,FUR-CH-10000595,642,2
T2642,25/02/2015,1,29.99,1.69,3,31.68,Debitcard,TEC-AC-10000927,216,1
T2643,30/12/2016,6,465.12,23.26,93.02,488.38,netbanking,OFF-PA-10001289,568,1
T2644,21/04/2016,1,36.79,2.07,3.68,38.86,Debitcard,TEC-PH-10003092,409,3
T2645,21/04/2016,8,18.62,1.16,0,19.79,Debitcard,FUR-FU-10000206,409,3
T2646,12/09/2014,3,12.54,0.78,0,13.32,EMI,FUR-FU-10004270,484,2
T2647,12/09/2014,3,34.25,1.93,3.42,36.17,EMI,OFF-BI-10000948,484,2
T2648,12/09/2014,2,10.37,0.65,0,11.02,EMI,OFF-PA-10000223,484,2
T2649,12/09/2014,6,1643.76,87.32,246.56,1731.08,EMI,FUR-FU-10004665,484,2
T2650,12/09/2014,3,209.7,10.49,41.94,220.19,EMI,TEC-PH-10000215,484,2
T2651,01/10/2016,5,339.97,17,67.99,356.96,Credit card,FUR-BO-10004467,65,3
T2652,21/09/2017,3,32.33,1.82,3.23,34.15,Cash,OFF-BI-10000829,128,3
T2653,21/09/2017,3,8.84,0.55,0,9.39,Cash,OFF-BI-10003712,128,3
T2654,21/09/2017,3,164.88,8.24,32.98,173.12,Cash,OFF-PA-10000062,128,3
T2655,21/09/2017,3,3878.82,230.3,193.94,4109.12,Cash,FUR-BO-10003404,128,3
T2656,21/09/2017,2,44.77,2.52,4.48,47.29,Cash,OFF-BI-10004233,128,3
T2657,21/09/2017,2,209.39,9.16,62.82,218.55,Cash,OFF-ST-10001272,128,3
T2658,21/09/2017,5,23.04,1.44,0,24.48,Cash,OFF-LA-10001175,128,3
T2659,20/08/2016,3,8.69,0.54,0,9.23,EMI,OFF-EN-10004030,8,1
T2660,28/12/2015,4,883.84,46.95,132.58,930.79,COD,FUR-CH-10004287,404,3
T2661,02/12/2017,11,3563.8,189.33,534.57,3753.13,COD,TEC-PH-10002834,376,3
T2662,02/12/2017,2,79.96,4.5,8,84.46,COD,OFF-EN-10003055,376,3
T2663,15/04/2017,2,1.75,0.11,0,1.86,COD,OFF-BI-10003460,643,1
T2664,04/05/2016,1,3.98,0.25,0,4.23,EMI,OFF-LA-10001569,521,2
T2665,04/05/2016,3,1111.86,59.07,166.78,1170.93,EMI,FUR-TA-10004534,521,2
T2666,04/05/2016,2,5.48,0.34,0,5.83,EMI,OFF-BI-10002954,521,2
T2667,01/10/2016,3,198.78,9.94,39.76,208.72,COD,TEC-AC-10003832,644,2
T2668,01/10/2016,1,28.35,1.59,2.84,29.95,COD,OFF-PA-10000474,644,2
